sepal_length,sepal_width,petal_length,petal_width,species
5.869637654590536,3.079623878229388,4.73780253350038,0.31153932362733694,setosa
5.560794119627306,2.759913249136482,4.260250278178365,2.601816354738898,setosa
5.873408621228402,3.0279208339960078,9.241985455219428,1.948542714517969,virginica
4.209944868319285,2.845874561255296,5.715234840582239,2.217244075995327,versicolor
5.624262489729991,3.0454069381004993,3.4697483353346206,1.7773376512345882,setosa
6.085690057209397,3.2648522698084186,1.9800272069192337,0.2967585830262165,setosa
6.982315235793212,3.634406726458141,0.8083966235363698,0.7803837869761809,setosa
5.385383825381082,2.5048738004692606,4.066234544561002,1.5914996489823343,virginica
5.15320511768545,3.8532133498625067,2.338568658488254,0.2222977528864436,versicolor
5.398594365132371,2.2191648801909993,1.1399433227241866,1.7703987441379105,virginica
6.532321694161659,2.9392859619857665,2.5361688083634526,1.0077396814734918,virginica
6.063000887727747,3.2353268825938306,1.7532135934940891,0.9001433539603219,versicolor
5.376191836986369,3.1123967470940133,6.736854943130616,1.768767974562793,virginica
6.210613946490684,2.7509201920717623,5.286951562509011,1.5554106491888318,versicolor
5.877662039478432,2.91675109985709,3.685649245630089,0.911227067344736,setosa
6.574915992426311,2.802799626136467,6.363899450002046,2.1274638426913985,versicolor
5.238357524898118,2.7642540972223153,3.8392629537657132,0.33514933792008206,setosa
5.537870282721785,3.33984083880841,2.1496884376091256,1.692748485555411,virginica
5.4863134774942734,3.142806194386019,6.441623339085384,1.674481006374707,virginica
4.629188041494305,2.722836161895738,4.670038078632386,0.9523628485488077,setosa
6.036896221651661,3.3598399501733,1.8329569222123787,1.4609064177936943,virginica
6.008844217743912,3.1229198083506438,3.3573903794495052,0.19910913889175763,versicolor
5.804090765313968,3.325144847535584,2.123887143907437,1.9392216153655208,setosa
5.612330293299882,3.2518515367694447,1.210960484264195,1.0520782908456088,virginica
4.667703406359668,2.668401995631171,5.367119585556955,0.7818215835847684,setosa
5.463483741787712,2.775927583921212,7.136949952846235,2.0392073806695112,versicolor
5.525828386778584,3.2989174420493046,1.1825783671255459,0.6365250475657925,versicolor
5.158178184622704,3.244148106173386,4.713344626043028,0.0732309629091521,virginica
5.670971430667192,2.991639362414341,2.5288433755807116,-0.045303338819123073,versicolor
6.123240685451631,3.0469309533235127,2.823174309223547,1.6848079610765117,setosa
7.308948720968424,3.51106595831537,2.6336909363700354,0.17565651800297344,versicolor
5.939662250265471,2.763371444465668,2.144816614576331,2.603835345587492,setosa
6.006040312578211,3.218838952468015,3.7873389303006886,-0.4655435263069778,setosa
5.740443267387066,2.919122939026442,2.204289790460132,2.5571650946320306,versicolor
4.264983027760767,2.912927518709112,4.18682228640371,1.3688139737620948,virginica
5.7787888996406265,3.439510740794876,3.6095714029915538,1.122629510503686,versicolor
5.848184167952821,3.330166539595212,3.2698935156404625,0.7640647305528401,setosa
7.770593689988229,3.3254038544002555,2.066385408325124,1.5193088914816566,setosa
5.646111228175101,3.5221915228617315,2.661811604977001,1.1698922380601213,versicolor
6.04123787386689,3.008401536653104,5.059704206486361,2.0826415056132173,virginica
5.772230584235805,3.2727811885179854,4.6016509377238854,1.2913821189296317,virginica
4.8650575699043745,2.8758932973626177,1.9404005593626084,1.320241409169502,setosa
6.714258251612017,3.1296665409953768,3.878798149772607,0.9091102302289152,setosa
6.4015464261494195,2.9479427782529264,5.05249682206922,1.154443501023146,virginica
6.4328255576344375,3.038798385997087,0.6950704939815311,1.4462414151136473,versicolor
5.072490036164209,3.2380628101747653,4.678048346283884,-0.16813471412530068,setosa
6.9222354487488795,2.672711726706611,2.507277233897476,0.12145166231542959,setosa
4.678519149766175,3.836954910274184,4.727077603467687,1.794611275218172,virginica
6.269485675040216,2.597593047400119,2.32613351822347,1.3366923505023534,versicolor
7.5523645006479825,2.514324554884907,0.45121221880386564,1.0528133309178567,virginica
5.007570939895449,3.463244349400027,0.7704236118103074,1.2147471464523145,versicolor
5.346961816317783,3.3166650775851743,3.7865529039904877,1.4780653642893369,versicolor
5.879721092070112,3.2496479268208622,4.167500503098667,0.7681922557525107,versicolor
5.397219476707041,3.251338203705712,2.072230074812065,0.5773562196781498,setosa
4.559469255147094,2.9951012908612342,4.849466425799273,1.3566762040781453,virginica
5.854850379844821,2.6410982514056673,0.7092638879158724,0.4173017779079743,virginica
4.950157029019116,3.0303218232774904,3.5810563624348304,1.5266022045715775,versicolor
6.178873944508145,2.729135315395155,1.520170840427578,-0.16206688339027253,setosa
5.064460612612957,3.3900478933671003,2.526695005956114,2.023324509860515,setosa
7.039947524014032,2.9411770473991448,3.7853176083695455,1.5780779859304344,virginica
5.17339736613101,2.6698011212829953,2.151255942488886,1.4048237874511005,setosa
5.54235078703546,2.8714456633388026,3.0078000203863144,1.986152787156411,setosa
6.450813773895735,3.16517258171025,5.511327056585993,2.5323795555700617,versicolor
4.815308546852836,2.77451017887841,2.661594634858332,2.0114960520145044,setosa
5.981967947683303,2.6711118417734276,5.2042458017172555,-0.2726993850653163,versicolor
6.845714203425942,3.097474884596765,1.6665276616162874,0.17633842661143873,virginica
4.514013412351018,3.097986628443489,4.653647520247509,0.7001451378434569,setosa
5.947707086825843,2.797222729851548,6.294823517184221,1.220872840168667,virginica
6.007906235398739,2.8115846777526707,-0.7489601002291204,1.6141272163752984,virginica
6.425458297421848,3.0928199749430547,2.265588540153142,0.6194049494772275,setosa
4.810439431297534,2.4207662634010703,4.738729828924972,1.3494134115816627,setosa
4.743634709532579,2.437014490249378,3.3345183051226135,0.5956936541173419,virginica
6.217553252493518,2.7126223114990258,4.368062572068356,0.7107857576064414,setosa
6.037587738586549,2.914621139315261,2.612826663911523,0.07467112252142205,versicolor
6.000394280276701,3.1243630262392017,3.85586161745122,0.46141340311127643,versicolor
6.07715856759758,3.590142486779821,3.4197809762942573,0.118652315506933,setosa
5.255980222737207,3.343063849280808,5.802007710987653,0.4193013976181337,virginica
5.9858029577288026,2.936024588014629,4.157957517942184,2.0429134372862716,setosa
6.034457978638945,2.9923935168389244,4.3076847917353644,0.4404808889344455,setosa
5.228518865578906,2.5989882541448766,2.958621460979559,3.305905651869913,virginica
7.292619608915805,2.992594745603044,2.8223087966695117,1.5946543207047115,virginica
6.17906633672943,2.8845365444319446,2.9213952619246824,1.3478688989558991,versicolor
4.846957202237881,3.129087424135236,4.410013856280934,0.513313775855029,virginica
6.325242886907064,2.669107622579071,2.942227934523527,1.7602479035271932,versicolor
5.020254663818143,3.207738605696469,4.221594742413544,0.7394897390097808,virginica
6.429667682993961,3.6130955652010313,7.43572143756179,1.2976078517162892,setosa
6.726876463205923,2.956495940617257,5.268024466177046,3.2480676306150356,versicolor
5.143454145318631,3.1606846888395768,3.113157642097886,1.1231520802202801,versicolor
6.5707009033954575,3.276057596684445,5.862185059895101,2.119418661028541,versicolor
6.130224741549198,2.8395118112456657,2.9654643285612075,0.63745885989929,setosa
6.457648127995592,3.089636992724167,0.03137583667986332,1.1720092076024307,setosa
7.317434386123158,3.005036960312718,1.8854446403486729,2.616640508508408,setosa
5.6036895071977035,3.0390704394195325,0.33257454215346005,0.698426353769786,setosa
5.1970110685140085,2.6907960864578135,3.0672757287256447,2.649958846397543,setosa
5.088388456299581,3.009804069703577,3.733153082541193,1.7662015483643803,versicolor
5.147351772027649,3.19919931649818,6.7175871620955085,0.7500265792845858,setosa
5.738318632468716,3.580457443118017,4.288469272775493,1.7059261912444166,versicolor
6.072921579853315,3.3837083304340827,3.3056190481440444,1.978043559701384,setosa
6.021352639464015,3.8612729830046226,5.1929300461302805,1.6974479697737572,virginica
6.461746599228819,2.69306097484478,-0.28004355621419297,-0.056179775912365226,versicolor
5.810401513502326,3.3489282546882713,4.124106204595419,0.6182902593401051,virginica
6.962827261725853,3.0733368022953407,5.08755734899654,1.0019850915587962,versicolor
5.588274533409635,3.875921173287069,1.0385447575962852,1.140453256719963,virginica
7.976135333271695,2.6766806858579395,5.758757277772473,1.6965376780405423,setosa
6.300533878212005,2.6641112631276895,4.309293533489946,1.342160800746603,setosa
5.114273954866974,2.760242941822391,2.952481754978558,0.1317245130319189,setosa
4.94328600155111,2.1504417102760773,4.839007358991313,1.5041582808047704,versicolor
6.1859779321945485,2.789697991327696,7.787247144047913,1.6884685962270585,virginica
5.621229771739319,2.6963469353785205,4.027359259105292,1.6478323583448318,setosa
6.371200395273673,3.060157514590483,4.146797055340605,2.0646245804436973,virginica
6.178590099658836,3.1367023903108637,2.873150380827561,1.8671377236391233,virginica
5.741736869874502,3.7504683356863544,2.1702801349633747,1.5673440633827493,setosa
5.122565025545276,3.38016953527442,5.194604469779643,1.1438674308330823,setosa
4.588122220251308,2.769238537735039,2.159049113364039,-0.12876874681279316,virginica
5.442788038346383,2.640634131460657,3.8288192269949066,1.5436945753060687,setosa
6.485119035458778,3.196767668602602,2.84021659582279,1.3661501497304889,setosa
5.971274995304163,2.471906717191743,4.5621636863435056,1.4172630697562987,setosa
4.80340897703041,3.7325835063417414,4.300591789516507,0.17860113934375232,versicolor
5.938544740680945,3.4717760482885147,5.567571899664219,0.33515476767339003,virginica
6.108253903783069,2.812329739158118,2.7819704820614555,2.0425222826663227,virginica
5.092914051039093,2.314746188363649,3.214225116471932,1.168355876914676,versicolor
5.922980084756422,3.541548949666165,1.9382253115918469,1.7452005578980994,virginica
5.8465669747568,2.9541840618989528,2.9002721318629994,1.222654700904369,setosa
4.885623761735501,3.495126524789385,4.379140887480734,1.223804911596596,virginica
