feature_a,feature_b,feature_c,color,class
0.3997065394412232,-0.33663708286205446,0.006518074978907151,green,class_C
-0.8372418936053557,-0.9786807314093529,0.8786164106019141,green,class_B
-0.5224051169223715,-0.3620960503048197,-0.6723883053502522,blue,class_D
-1.5167696963903192,-0.8678347339294199,0.7123564932936253,green,class_C
-1.253340895534836,0.5068030937595058,-1.0786234716690752,green,class_C
0.3875983282123615,1.6159940625632276,0.5106489910651337,green,class_A
-0.8268645560698286,0.8260287917067819,-0.32787329646695706,blue,class_D
1.8042844530490925,2.7625252407895857,-1.311086062369191,blue,class_A
0.07092320030914248,-1.5536124295754046,0.25664281714437287,green,class_D
-1.3528234251039952,-0.5060347044691067,-0.03442649315072909,green,class_A
-1.1433472860675626,-0.9430251923423104,-1.5427255094821286,green,class_D
1.052969694681428,1.2293683143598584,-2.1136655425597306,red,class_D
-0.07651360260907436,-0.22055035697853806,-0.15226383341749491,red,class_D
0.9919948265576358,0.18951619647725393,1.6182259607018272,red,class_B
-0.36648798007806566,0.6336855319730593,0.32101500820591067,blue,class_C
-0.5602320925035101,-1.454788850536742,-0.6683032367144442,green,class_D
1.119447371034385,-0.6213489632049968,1.0818695156878568,blue,class_B
-0.8585773770285927,0.9972659536979144,0.9072236178745587,blue,class_B
0.4890541333703617,-0.5480879005079196,1.2715790779893859,blue,class_A
-0.21178361040136787,-1.713642969068692,0.6838977643427069,green,class_C
0.8787234133757746,-0.9022628876842483,0.885902323111208,red,class_C
1.8184839875357999,-0.2862680536052655,0.7311085310125639,green,class_A
-0.39217768320100915,0.16676051988942814,-0.4775049474164276,green,class_C
-0.5471421387964559,-0.07081330995051943,-1.6372807394035953,blue,class_A
0.6658083890373555,-0.6142178419429742,-0.5211353957930518,blue,class_B
-1.0820035952030682,0.9393134388484694,1.104936977001354,blue,class_B
1.6164654578500353,-0.1290609365619087,-0.3810108360945716,red,class_D
1.4460225500564732,0.20940136199792364,-0.14545905110735596,red,class_A
-0.9991196391604305,-0.560955977388432,-1.165784933146445,red,class_B
-1.5831248194069063,1.5089402642402123,-0.5510895721592229,green,class_B
-1.1605771528562179,-0.3916311052068608,-0.009089166783425922,blue,class_A
-1.1453696399591178,0.07469286659326062,0.49256217785875334,green,class_B
0.8017605643549766,1.0349994421268802,-0.4586609671756665,red,class_C
1.5491703157794035,0.2800422610599593,-0.528537425617699,blue,class_B
0.7901262126188239,0.25508969643748136,0.842175565148868,red,class_A
-0.23619221661645742,-1.9736555093966135,0.32526652643822385,blue,class_C
0.34249846691041386,0.6806350016938847,0.4486724651921495,blue,class_C
-0.8697780328050354,0.05558694021349019,1.5283205860683708,green,class_B
1.0972080455642323,0.5415651031725502,-0.5050743884103573,green,class_D
0.4320289399825326,0.18321304836883637,-0.049019170481635094,red,class_C
0.773197782016463,-0.5591575571228722,0.5511597744231466,green,class_A
-0.7275357018597756,0.8943071665495947,-0.8715073616580136,green,class_D
-0.1685971868686465,0.19812661127991582,0.22904973825211888,green,class_D
0.725073139981203,-1.2893864910429098,0.022196497259100386,blue,class_C
1.4435128995236148,1.3085171563461624,2.7772994115691234,green,class_B
-0.6080997594485849,-1.430479564387472,0.09986950166507343,red,class_D
0.7804519071708196,0.9009292342505424,1.156939765564332,blue,class_B
-0.7120717966102839,1.486931771930207,0.8299432138468427,blue,class_C
2.117193772826609,-1.1062954359632629,-1.1565616031409875,green,class_A
-0.41482470827252926,-0.1227617867378882,-1.5488238379606998,blue,class_D
0.6435051740521115,-0.21594824613417674,0.24701460536629413,red,class_A
0.16560961523363255,-0.1709711551808886,1.2573346621469546,red,class_B
2.6053031213604934,1.8302383552330634,0.2879148195631744,blue,class_B
0.22990160802456372,-1.094718872917119,0.07885180401717445,green,class_A
-0.5150560229901281,-0.3065670448789982,-0.2840866529492499,green,class_C
0.6395065126130629,1.503322498821751,-1.3239612465964041,blue,class_C
0.6172408667753729,-0.32294882833914823,-0.9605207175890123,red,class_D
-0.15746986375894198,-0.9357797158664962,-1.6223136888396978,blue,class_D
-1.0947658642281084,0.26301468176974807,-1.1030465991132514,green,class_C
-0.5279988613903566,0.8056405417070154,-0.5260082374293504,green,class_C
0.8814989481449192,-0.3928409701482973,0.776016021516986,blue,class_A
-1.7474489462339629,0.554368390807545,-0.4450672607955976,red,class_B
-0.2480458993857131,-1.3766150940745634,0.25562578554971765,blue,class_B
0.9948639218167833,-1.3210270834185944,0.1352292111766817,red,class_D
-0.09349621900004769,-0.44008628025262736,0.4990488354829738,red,class_C
2.173710139552743,0.590017419991728,-1.0348149315172588,blue,class_A
-1.7446502402986523,0.761497980985086,1.0591937151235484,blue,class_D
-0.9613678689194338,-1.1820160474580632,-1.407176984953593,red,class_A
-2.314633802252788,0.7244207047325795,-0.4478132023866073,red,class_C
1.9936905667452993,0.16650704043478015,-0.020905407776578296,red,class_C
-0.9449871507516305,-0.8792046944513179,0.7601448481497473,red,class_C
-1.9869213117283329,-1.3341883520229985,1.3793093355507535,green,class_B
-0.6119193144254346,0.22982315490432545,0.7680315201283902,blue,class_C
-1.39280910818847,1.289563224165446,1.4159163574558586,red,class_D
-0.6047848903054027,0.035522430777957054,-0.8291759295073047,blue,class_B
0.041229250944903754,-0.9349208494062364,1.1903704800712096,red,class_A
0.8049211040471006,-1.8680222870794265,1.0186567299133007,blue,class_D
-0.1746689401109378,1.5294908468886088,-2.3962750570256635,blue,class_D
0.02529069933467607,1.0418506103197622,-0.22046424389427638,red,class_A
-0.5815952230701306,0.30207684877160146,0.6020374233817825,red,class_B
-1.511698227249659,1.4779939672654607,-0.5154138654454387,blue,class_D
-1.8465402429659012,0.2239190997535944,-1.0858251722962367,blue,class_D
-0.36448578033636125,-0.5310369506176832,2.114175217941875,blue,class_D
0.08463977854321375,0.5551322450502099,0.1110401509709067,green,class_B
-0.4386145212262509,-0.8297256762677915,0.13840543415406092,red,class_B
-1.809326992861342,-0.9956478178531808,-1.3089941148750661,green,class_B
0.20140009326817182,0.7716071096072686,-0.6123609957962393,green,class_D
1.629304882904314,0.8557587675640822,-0.8978406293719031,red,class_C
-0.1146465135111478,-1.2737382804874093,1.078975230139303,red,class_A
-0.5795305775760826,-1.2367976824418563,0.5046336209260519,green,class_C
-0.060494040243519155,-0.44504969363301156,-0.5705636928065295,red,class_B
-1.1043798445631188,-0.7113048331796628,0.5605002386662146,blue,class_D
-1.1688991292961486,0.4764887631653688,-0.25352014574107723,blue,class_D
0.45141408809463646,0.04804983776558977,0.23449071797854174,green,class_C
0.9903215290323324,1.1649062576366054,0.2297638871857063,green,class_C
-0.14709835219442016,0.3172577252339833,0.420267210479599,red,class_A
-1.9737650476157669,-0.6445768296716777,0.299651923396746,red,class_D
0.3533489265357507,-1.8911288618864457,0.4210496511649088,green,class_C
2.0673821703374484,0.1794559842771771,1.2558083104855742,green,class_A
-0.24389816344828477,-1.7103281102362773,0.6405627530735241,blue,class_B
-0.1778457754034229,-0.6569552369208361,-0.3369017627259595,blue,class_C
-0.8726335301139383,-0.7217267780966755,-0.09795274598517474,red,class_B
0.4813539978934099,-0.5084271148834314,1.2301705879970664,blue,class_A
-0.6709834644946127,-1.3160342599268577,0.11242245494821468,red,class_B
1.0215018976685943,-0.7252766081099496,-0.3740184173570996,red,class_D
-0.6575805464851556,1.1459045784518,-0.631138342130036,red,class_D
0.3417914681189638,1.143148487574933,0.27303810816624713,blue,class_B
-0.04634424605956014,1.532499775465971,-0.8548568025455762,green,class_D
1.5551116193093004,0.010146525743774306,1.2847954238343064,green,class_A
0.4094793861980484,0.27121912889824634,-1.0378183537570798,blue,class_D
1.387007319124921,1.1606114176936582,1.4780677255194214,green,class_B
0.10862350077716665,-1.4706609569371174,-0.285230315872449,red,class_B
-0.17074030051428166,0.8056285067037012,-1.0767373536276559,green,class_B
-0.038190769535225016,1.3023447233956553,0.1891757385653763,blue,class_C
-0.7714092013771926,-0.8889603260376239,-0.9530391582142892,green,class_B
0.5316687837038719,1.3826391456036595,0.034371761030260295,red,class_A
-0.6903583408034867,2.0577160803015833,-0.5775435315993324,red,class_D
0.11246304151784953,0.7778466705108286,0.9450732678690913,blue,class_D
0.855201966463912,0.5945043686601235,0.13674960993763216,blue,class_C
1.5835489097769386,-1.1197760491292585,-1.188500832074535,blue,class_C
0.1628600838649901,1.0692039290409243,-0.5970365404260054,red,class_A
0.8612070560660324,-1.025590652637113,0.7049472495931294,green,class_B
0.7418877503808142,0.36974080264036346,1.2870921037904752,green,class_C
-0.3823770908209757,0.4710951073310246,-0.045274807467683774,blue,class_D
2.1078034544241775,-3.2962530119825297,-1.0443965618689037,green,class_C
-0.5762422028789433,0.405803383535751,1.0540363108508881,green,class_C
0.09099462614956542,2.621474786478488,0.700563674893375,blue,class_B
1.4541197533984276,-2.0918564222704714,1.3065395843025491,blue,class_C
1.4294582427988234,-0.05389199401313474,0.2902091184213066,red,class_A
0.014320398035661503,-1.9471153767346192,-0.5205969157968929,red,class_D
0.9904167478406279,-0.8941414388051772,0.5168884853955795,red,class_B
-0.22397233644355546,-1.9297768548203038,0.3263292234415817,red,class_D
-0.48867889029905814,0.15954232699721757,-0.5748736918460347,green,class_A
-1.2127890731184399,0.7936048032595945,0.19863858384740612,green,class_A
0.7238813654792804,0.40973863276909195,-0.19502588882204647,red,class_C
0.829220931268456,-0.9301824694575721,0.7435378449836803,red,class_C
-0.5678892955556617,-0.6093947565959276,0.4920069103154348,blue,class_C
