f1,f2,f3,label
0.6862479733319425,-0.28727249211546224,a,majority
-1.5708120331391568,0.1708280794236369,b,majority
0.5706948160355445,0.44078493234217647,a,majority
0.616225778793552,-0.5720024382631347,b,majority
0.17348697322708878,1.9906760171899993,b,majority
0.6675221127023412,0.5775801803319217,b,majority
-0.8335020397175382,1.302985498716921,c,majority
0.06326315480408605,1.071023946360768,c,majority
1.1101739409381017,0.3272892692834113,b,majority
1.0199494834663676,1.3857894223598075,a,majority
0.5480449740059711,0.18791471119191736,a,majority
-0.882995223500883,-0.7297752831743629,b,majority
-1.0404637706192785,0.014819231562963215,c,majority
0.11454367444335421,-1.0061669124151313,a,majority
0.18077423872584042,-2.1017043281098022,c,majority
-0.10037177227725663,-0.8525422430590254,a,majority
-0.8047849781966527,0.07288153297087471,b,majority
0.4369610753903937,1.0619247854880811,c,majority
0.1101653486945414,-0.8555192045763543,a,majority
0.28982431655047347,1.0101624535271547,b,majority
0.5934337596241102,-1.210682985806877,b,majority
-0.2736497876780127,-0.9195224661394502,b,majority
-0.4887583773794366,1.4491566033964518,c,majority
1.1075653233086231,0.04762101996249564,c,majority
-0.7573584865301681,-0.17362194528464336,b,majority
-0.46917419946200767,0.23527998990782686,c,majority
1.2342478154274732,-1.2064032507180458,a,majority
