area,bedrooms,bathrooms,age,location,garage,price
3270.8390987400926,4,1,44.106780714103,rural,no,340174.6718100412
1980.57847016598,2,3,19.672392328179576,rural,no,227808.90842517646
2615.821667134993,1,3,41.39341876610864,rural,yes,370943.097477178
3849.2557951773,2,1,39.38565077638543,suburban,yes,139646.87370232388
4423.247505379046,3,3,31.2212723235864,urban,yes,450596.7511862785
2451.44900280375,4,1,24.724056564754648,rural,yes,179334.3184095109
696.4774596831253,2,2,48.97754201908784,suburban,yes,215503.6944902688
1227.526448660612,1,2,7.2482536189908515,suburban,no,76141.3784361574
593.8751268119214,2,2,36.25778637755574,suburban,yes,100180.49554457437
3439.6835865679855,5,2,9.55953507323945,rural,no,282137.8562205477
1995.41581409799,1,3,16.91315526661742,rural,yes,170416.70452758716
2941.1538607371535,3,1,15.434937168659763,urban,yes,425966.1015839875
2719.745810527098,4,1,47.35179938693615,urban,yes,56612.02489472923
866.8692029859201,2,1,48.36780888941376,rural,yes,220592.32190237127
2314.676125057243,1,2,9.150772211736358,suburban,yes,201805.4960460917
1492.5250621504547,5,2,1.1017580148752093,suburban,no,58697.43391292047
2382.799049004437,1,1,36.000401983155655,suburban,no,105965.7795502296
1416.102261540092,6,2,20.899496693524217,urban,no,236139.20371338588
4282.0358282462,5,1,4.442012254378219,suburban,yes,271789.06300135097
1283.8700146021415,3,1,34.18770527885213,urban,yes,231930.3862646911
4823.512481691396,4,1,27.255276413034984,urban,no,288921.95528544224
2371.583147661234,3,1,49.0258411000553,suburban,yes,317809.2537075567
4308.103814085722,2,1,11.370474793068947,suburban,yes,54465.71950752603
3329.441681926753,1,1,20.198893816327413,rural,no,258842.82175407675
3809.076343995887,6,1,27.127290169771147,rural,yes,483574.65839941474
3954.7574963005113,5,2,39.584999422667586,suburban,no,283564.5260582969
2771.80196851858,5,1,27.441932836002934,urban,yes,354894.0203565289
2944.8523551347976,1,1,30.64500804309746,urban,no,190338.73606259745
2812.9814051392623,6,2,11.307352579497037,urban,yes,398296.12016874313
3146.2627014053564,1,2,42.345936404427995,urban,yes,397814.6668442518
632.2750059042828,2,2,21.431527348523787,urban,no,284583.22144436254
2279.8182643205687,3,1,7.0479813760884635,rural,yes,489206.22047564614
3227.849211025272,5,3,33.209395725270866,suburban,yes,106497.59664319402
3189.7560436513895,2,3,10.804522659265375,rural,no,57626.44920031145
4068.302425725342,3,2,4.878125511964987,urban,yes,396571.1952906932
3447.5420247444886,2,3,43.099345420213616,urban,no,413219.99181419716
4964.5999235330255,6,2,23.008113224421983,urban,yes,104093.25310425932
1777.3453787389026,5,1,37.46418563478882,urban,yes,169512.27483137272
2116.1796334980418,1,3,14.529377990317755,suburban,yes,57898.56351498301
2227.3121834050835,1,1,39.34850674588331,urban,yes,181988.8748512541
2596.1576315911184,3,3,5.596796351076517,suburban,no,397913.8432634022
4261.991287015442,4,1,17.798668689742637,urban,yes,283082.23747066053
1561.0644228164444,6,3,48.903090898676425,suburban,no,206643.01692572964
3992.000931659433,3,1,39.699485818400305,rural,yes,217282.68270784864
2323.8958238858454,4,1,24.86279651573441,urban,yes,50609.13157196067
3208.3492264790384,2,3,16.988873578094253,suburban,yes,184910.23740435616
3346.4323995183777,6,1,43.606785001123825,rural,yes,340906.4337370687
2177.818867350205,2,1,27.242387954225784,urban,no,488387.4997173607
2806.7684234261233,5,1,37.92125089345556,urban,no,431177.3721427548
2358.6402859146365,6,3,37.7053840158082,urban,no,60617.734090488106
811.0975378397875,4,3,0.8972839284245915,suburban,no,454352.2721036777
2467.2442496757194,5,1,6.312689139630673,suburban,yes,402439.2859843817
938.2702664909848,1,1,32.98146831973711,rural,no,401169.2556069412
2322.593595861447,4,3,8.080990564293572,suburban,no,256098.09155160715
3168.1327992430183,3,3,12.774667232780235,suburban,yes,229102.38182952628
3107.367047045753,1,1,47.33189770998036,urban,yes,186312.0779749367
3481.7957555374414,1,1,28.009112918745593,urban,yes,79562.6865294646
928.6767857958183,3,1,37.53647534996736,urban,yes,152705.9135721646
3434.5546048869705,6,2,27.899036939131992,urban,no,160971.63574011106
1904.6662551340119,1,3,27.62568073913626,urban,no,267834.6813695907
2295.706757617,4,2,4.707595506284895,urban,yes,386349.9829685123
4360.938142652176,5,3,17.18315963045515,urban,yes,263214.422779076
540.6368185829762,1,3,14.121544934325586,rural,yes,76030.00225122226
3147.8568500327247,4,3,19.53641828068066,rural,no,481005.4104446917
3194.212910450484,2,3,39.91720941121641,rural,no,474225.9435923505
2284.968993546029,4,3,18.59663339584324,rural,yes,403335.2944167838
1566.6253569875128,5,3,22.584840961584135,urban,yes,496097.55570389924
1556.0331721769799,4,3,19.869069524265825,rural,no,295017.04976011836
4476.693513473387,3,2,4.6703985987647805,urban,yes,483245.7576139427
2489.1096820228586,5,1,22.053607912539185,rural,yes,84022.26827753785
1989.0021334512737,6,1,9.780463652225752,suburban,no,214556.3367176171
2519.4990822413138,2,2,9.336164788652074,rural,yes,151421.57060304465
3512.256806567126,3,2,4.701805221713318,rural,no,138124.8878604215
1155.9045571013826,6,2,17.833548707088237,urban,yes,113361.32700170424
2522.45225846182,4,2,37.87409423947087,rural,yes,330086.1387046985
3145.4796699967414,5,3,13.822084529169803,suburban,no,401594.8350862873
4768.625096831452,2,1,15.617455094275678,urban,no,310234.2797391623
1636.3750193393867,3,3,32.13373288362118,urban,yes,116133.21931469435
2116.6283656231053,6,1,9.792040629345944,rural,no,415005.6964700619
2207.113654650907,6,1,44.847896521176715,urban,yes,336179.6182236778
3224.9217094019727,2,2,26.00952616257772,urban,yes,224674.56775714798
2105.2942386800078,4,3,22.38014701601085,urban,no,353358.6329912283
2900.80366384863,2,2,27.89100959646007,urban,yes,166957.2406592748
4018.0564843026323,6,3,8.301715670809774,urban,yes,205336.49382239472
3674.235173504916,1,1,30.673656931958813,urban,no,462868.6294093956
2508.658909306635,3,2,18.15503683170052,suburban,no,180727.0275521392
4388.97279953376,2,2,44.85931704823095,rural,yes,261494.72067107147
3011.631123172383,6,1,8.442710333884307,suburban,no,450563.5118282066
2929.576277759956,4,1,25.352555193272053,urban,no,368474.60762038734
653.8449467262118,6,1,29.9056314684509,urban,no,77991.45177411624
4940.118411607227,4,2,1.6691800893190611,rural,no,116286.36992553665
1053.36863838332,2,3,18.184656237807012,suburban,yes,53528.71584736257
1540.0891059244098,4,2,36.63176173504164,rural,yes,333914.8056031235
732.6357675868713,5,3,41.01887537244867,suburban,yes,251453.04143468823
3380.0133507661117,5,2,15.658099740864117,urban,no,110423.68290602398
1511.15529637706,5,2,39.929663619137564,rural,no,481070.3544755467
1310.0469686272559,1,1,48.38779385516944,rural,no,288346.87577552896
898.5001290045863,2,3,42.8436968037547,urban,no,158851.98235080013
964.8903070580704,6,2,5.88219940796626,rural,no,275271.6070196184
3131.018151991649,6,2,36.98651660427703,suburban,no,355829.1497307985
3596.9353963996796,1,1,15.983341622027236,suburban,no,84307.648088104
2288.2054480898046,4,1,49.420799470603825,suburban,yes,173616.7167715514
2659.5368671643296,1,3,24.267949157994355,suburban,yes,413134.47089779715
3586.8548119234283,4,2,6.1216949179470515,urban,no,256849.19168119755
578.2090558346583,4,3,36.25927740136954,rural,no,295959.7139145327
1954.0879568162534,3,2,16.15055991931069,suburban,no,244767.20099426116
4878.939866316559,6,3,49.85390785408308,urban,yes,69754.9741893523
3110.5050336296063,5,1,48.989122892726094,rural,yes,124587.40091907016
1644.0106095387196,4,2,32.80670090102903,rural,no,250493.7374338509
2847.785209862959,3,3,6.491322447585879,urban,no,144133.45943356754
2041.940696544119,6,1,34.343049883751455,urban,yes,72490.56289685544
2895.102449718346,5,1,4.65152432300136,suburban,yes,429642.3488233207
1065.8368031299196,4,3,1.4682079551196159,rural,yes,491536.63812385214
1097.2159421867482,4,2,41.1479223110743,rural,yes,406914.2932985327
1145.940629177268,1,2,10.487647384184068,urban,no,434203.2147671002
4729.189063670788,1,1,18.95135631095487,rural,yes,158889.70864267042
3798.045132536038,6,2,48.67286949880866,suburban,yes,482282.13898093987
1230.7185259804442,5,2,16.842025093055163,rural,no,138616.5670040428
1347.5708769452065,4,2,14.824489064165764,urban,yes,478143.41466282454
3788.7326369189436,6,1,45.91039998113876,urban,yes,497668.682284678
1202.7373015647827,6,3,5.537422265947906,suburban,yes,370275.2625857219
1555.525820006729,2,2,37.979120505731586,suburban,no,491514.67930631986
4835.060747691796,1,1,49.4032783326387,rural,yes,306292.9008051966
1648.8793612779434,5,1,45.06480053873244,rural,no,166793.80242924066
3477.3455766701604,4,3,32.5833959353213,urban,no,246648.14854952937
4903.840793302386,6,2,15.703039749636599,suburban,yes,317102.4209204537
2184.3354521290667,4,2,12.716099058915836,suburban,yes,82886.70291215675
578.82195887928,2,3,40.962755243573056,suburban,yes,330054.46907776076
1598.6628069006842,5,3,43.99109569758476,rural,yes,491530.02654303255
4238.947361037674,6,1,26.27174562728464,suburban,no,135548.44240267744
4390.739761797665,4,1,12.216997039323306,urban,yes,406667.8023297725
3958.3371403570604,1,3,5.647160420558678,urban,yes,458554.4572008287
1008.9941858445786,2,2,4.358973391591558,rural,yes,474665.71676909935
4079.796672633814,5,1,35.95387236769278,rural,no,482061.02198245126
4634.050086470769,2,1,21.00593639238625,suburban,yes,284656.8374246624
