x1,x2,x3,target
0.672607728782654,161.83813288478353,304.55022179810044,1
1.202238780415674,-26.10461918801526,-80.71080522852526,1
-0.7507020270362984,-26.464268630072496,351.5225857904477,1
-0.04476030761217351,-136.30783448976936,237.22057818787812,0
-0.07424666598436051,-64.03976790586057,137.10451120922426,1
-0.1642041046965167,-81.72954608806424,-881.6458562729164,1
0.04059847615629864,-76.52223660046927,265.6052213230139,0
0.7564989278401563,0.6284524891873213,537.8400891423366,0
-0.6739243467295954,-243.41763858425924,988.1633092911511,0
-1.5252775345160665,-151.02302454168978,-977.8428948113807,1
1.6900099336037604,-11.101887360715471,460.34690662135336,0
1.0894219244900503,12.125468310393163,143.57863187196085,1
-1.103637871249398,-23.343279864389554,-131.89564783808657,1
0.13563200877595336,-4.079448978496107,-744.8596508572582,1
1.0107021645861105,-40.911661365525134,-181.82970273024762,0
0.7490439445260392,-1.8504603229662724,-291.24563402772935,1
0.4620133099292848,43.41422202622161,-394.3402220425156,0
-0.17022689159174376,42.713372868766065,461.75924664441527,0
1.7273039250619577,-68.89584114584957,401.45104256852755,0
0.22085887245945995,91.509473958295,178.04018196182324,1
-0.5149592593206903,15.710869450331952,877.3296265867446,1
0.8710757288455954,123.22139563397691,-300.29123163829104,1
0.09605864195142041,143.28724312670818,-512.3961245796409,0
0.34979772725362235,-144.2726721373246,311.806626196799,1
0.20314920159120747,-85.90275388687091,-602.3718781251941,1
0.4967755737669098,81.35480399705503,-369.97898563315084,1
-0.9784562533992069,-166.48924201289475,-550.7951198502303,1
-1.4511063871700083,142.01769626933734,-861.6928645629976,1
1.434132723233584,-34.38821948126626,654.9974832713467,0
0.24958456178916924,57.50330351090183,-490.91891415667766,0
0.7708472774085788,-11.639066286077632,-53.94499331395866,0
-1.7597592201776262,-139.2389527783687,-913.3694534913761,0
1.0666831087145028,105.55446021319752,398.6789325052862,1
-0.5214856453557676,275.072303053733,-338.8779953874183,0
-0.8062181668090445,-51.50082763556918,489.4734556584199,1
-0.06337316763198636,-32.23585508452425,-175.19387906426778,0
-0.9779802105425248,-264.90995432670593,-608.4887871887508,0
-0.0017316982256069587,135.1502903456121,26.350164564071747,0
-0.13633834701448652,91.17653228420028,-738.9908807251204,1
1.0603959052338827,-173.33838620549142,-118.92168025401054,1
1.5133445021394696,-206.48854620468865,-365.389045159027,0
1.4815157928415832,-194.92312831652652,823.9191683992665,1
-2.2645149793961163,64.51691253728183,-878.14255655856,0
-0.9351668298432851,74.49914196140823,388.03482821148395,0
-2.274886763822362,-92.33339443687882,-634.4976680251282,0
-1.1935422744350308,49.92600313827984,-361.90985133552033,1
